text,label,merchant_family,split
COLLEGE OF PHILADELPHIA TUITION,Tuition,bulk_tuition_debit_train_4,train
COLLEGE OF MINNEAPOLIS TUITION,Tuition,bulk_tuition_debit_train_5,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI69,Tuition,bulk_tuition_debit_train_6,train
SCHOOL DISTRICT OF HAYWARD TUITION,Tuition,bulk_tuition_debit_train_7,train
KHAN ACADEMY 4111 ELM ST NEWARK 07101 NJ USA,Tuition,bulk_tuition_debit_train_8,train
Pluralsight*mub0x8r8eksx,Tuition,bulk_tuition_debit_train_9,train
PAYPAL *PYPL UDEMY,Tuition,bulk_tuition_debit_train_10,train
KHAN ACADEMY*AUWMBMLR,Tuition,bulk_tuition_debit_train_11,train
BRILLIANT.ORG*A2EI03CO8Q,Tuition,bulk_tuition_debit_train_12,train
Amazon Kindle 5993 Broadway Ln Dallas75201 Tx Usa,Tuition,bulk_tuition_debit_train_13,train
CHEGG; SUBSCRIPTION,Tuition,bulk_tuition_debit_train_14,train
O'REILLY MEDIA; CHARGE,Tuition,bulk_tuition_debit_train_15,train
college of atlanta tuition,Tuition,bulk_tuition_debit_train_16,train
KHAN ACADEMY 636 OAK BLVD SAN FRANCISCO 94102-4897CA USA,Tuition,bulk_tuition_debit_train_17,train
HUNTINGTON LEARNING*LC7LTVJ08VE,Tuition,bulk_tuition_debit_train_18,train
CHEGG 9682 ELM CT ORLANDO32801 FL USA,Tuition,bulk_tuition_debit_train_19,train
PLURALSIGHT*EU28QS7HUK5,Tuition,bulk_tuition_debit_train_20,train
Mathnasium 9719 Oak Dr Atlanta 30301-0349ga Usa,Tuition,bulk_tuition_debit_train_21,train
MASTERCLASS*EM8FC1X8EM,Tuition,bulk_tuition_debit_train_22,train
PAYPAL INST XFER SKILLSHARE WEB ID: PAYPALSI09,Tuition,bulk_tuition_debit_train_23,train
SCHOOL DISTRICT OF OAKLAND TUITION,Tuition,bulk_tuition_debit_train_24,train
barnes & noble 4623 industrial pkwy queens 11101 ny usa,Tuition,bulk_tuition_debit_train_25,train
Withdrawal from MCGRAW HILL,Tuition,bulk_tuition_debit_train_26,train
KUMON 4871 MAIN CT OAKLAND 94601-4231CA USA,Tuition,bulk_tuition_debit_train_27,train
Khan Academy*26b9cz34vbp7,Tuition,bulk_tuition_debit_train_28,train
BRILLIANT.ORG*V95A4DQ4YLDJ,Tuition,bulk_tuition_debit_train_29,train
PAYPAL INST XFER SKILLSHARE WEB ID: PAYPALSI98,Tuition,bulk_tuition_credit_train_30,train
O'REILLY MEDIA #409 INDIANAPOLIS,Tuition,bulk_tuition_debit_train_31,train
SUBSCRIPTION PAYMENT: BARNES & NOBLE,Tuition,bulk_tuition_debit_train_32,train
MASTERCLASS*7TPXD8H6425,Tuition,bulk_tuition_credit_train_33,train
SKILLSHARE 3851 INDUSTRIAL CT SAN FRANCISCO 94102-1483CA USA,Tuition,bulk_tuition_debit_train_34,train
O'REILLY MEDIA 8823 UNIVERSITY WAY DENVER80201 CO USA,Tuition,bulk_tuition_debit_train_35,train
BRILLIANT.ORG - PHILADELPHIA,Tuition,bulk_tuition_debit_train_36,train
PLURALSIGHT CORP,Tuition,bulk_tuition_debit_train_37,train
PAYPAL INST XFER KHAN ACADEMY WEB ID: PAYPALSI50,Tuition,bulk_tuition_credit_train_38,train
O'reilly Media 4940 Park Pkwy Dallas75201 Tx Usa,Tuition,bulk_tuition_debit_train_39,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI48,Tuition,bulk_tuition_debit_train_40,train
AMAZON KINDLE 4749 OAK RD HAYWARD 94541 CA USA,Tuition,bulk_tuition_debit_train_41,train
COURSERA*GYQ2W8X6W0H,Tuition,bulk_tuition_debit_train_42,train
SYLVAN LEARNING*Y3YP890NPGJ5,Tuition,bulk_tuition_debit_train_43,train
KHAN ACADEMY 4484 MAIN AVE LOS ANGELES 90001 CA USA,Tuition,bulk_tuition_debit_train_44,train
COURSERA 3448 UNIVERSITY PKWY NEWARK 07101 NJ USA,Tuition,bulk_tuition_debit_train_45,train
KHAN ACADEMY*F0VUGWDZONA,Tuition,bulk_tuition_debit_train_46,train
SKILLSHARE*WROOS1KL1OU,Tuition,bulk_tuition_debit_train_47,train
HUNTINGTON LEARNING*BE5EIR7TI,Tuition,bulk_tuition_debit_train_48,train
Codecademy*w1oc829lfl,Tuition,bulk_tuition_debit_train_49,train
SCHOOL DISTRICT OF LOS ANGELES TUITION,Tuition,bulk_tuition_debit_train_50,train
Skillshare 9699 Main Ave Houston77001 Tx Usa,Tuition,bulk_tuition_debit_train_51,train
skillshare; billing,Tuition,bulk_tuition_debit_train_52,train
PEARSON*EBOXWIRJMOC,Tuition,bulk_tuition_debit_train_53,train
PAYPAL *BRILLIANT.ORG Q6T9PQASUB,Tuition,bulk_tuition_debit_train_54,train
PAYPAL *PYPL KHAN ACADEMY,Tuition,bulk_tuition_debit_train_55,train
MATHNASIUM 5359 ELM ST QUEENS11101 NY USA,Tuition,bulk_tuition_debit_train_56,train
barnes & noble - los angeles,Tuition,bulk_tuition_debit_train_57,train
Varsity Tutors Learning Center,Tuition,bulk_tuition_debit_train_58,train
PACKT PUBLISHING 3746 BROADWAY AVE DENVER80201 CO USA,Tuition,bulk_tuition_debit_train_59,train
EXPRESS CHECKOUT PAYMENT: CHEGG,Tuition,bulk_tuition_debit_train_60,train
SYLVAN LEARNING 8050 MISSION PKWY HOUSTON77001 TX USA,Tuition,bulk_tuition_debit_train_61,train
UDEMY 5926 UNIVERSITY PKWY OAKLAND94601 CA USA,Tuition,bulk_tuition_debit_train_62,train
BRILLIANT.ORG 4864 PARK CT CHICAGO60601 IL USA,Tuition,bulk_tuition_debit_train_63,train
O'REILLY MEDIA 7195 INDUSTRIAL PKWY CHICAGO60601 IL USA,Tuition,bulk_tuition_credit_train_64,train
DATACAMP*IY96Q5G4SHNZ,Tuition,bulk_tuition_debit_train_65,train
O'REILLY MEDIA 1863 BROADWAY CT PITTSBURGH 15201 PA USA,Tuition,bulk_tuition_debit_train_66,train
PEARSON; CHARGE,Tuition,bulk_tuition_debit_train_67,train
Codecademy 9616 Main Way Philadelphia19101 Pa Usa,Tuition,bulk_tuition_debit_train_68,train
PAYMENT TO: UDEMY,Tuition,bulk_tuition_debit_train_69,train
PAYPAL INST XFER KUMON WEB ID: PAYPALSI53,Tuition,bulk_tuition_debit_train_70,train
COURSERA; BILLING,Tuition,bulk_tuition_debit_train_71,train
Mcgraw Hill Corp,Tuition,bulk_tuition_debit_train_72,train
SKILLSHARE 6371 MISSION CT LOS ANGELES 90001 CA USA,Tuition,bulk_tuition_debit_train_73,train
BRILLIANT.ORG 7671 ELM AVE MIAMI 33101-4128FL USA,Tuition,bulk_tuition_debit_train_74,train
Udemy*zbzanvwot1m,Tuition,bulk_tuition_debit_train_75,train
KHAN ACADEMY LLC,Tuition,bulk_tuition_debit_train_76,train
PAYPAL INST XFER PLURALSIGHT WEB ID: PAYPALSI75,Tuition,bulk_tuition_debit_train_77,train
PAYMENT TO: SKILLSHARE,Tuition,bulk_tuition_debit_train_78,train
brilliant.org 6410 mission st brooklyn 11201-8140ny usa,Tuition,bulk_tuition_debit_train_79,train
Buyer Payment: SKILLSHARE,Tuition,bulk_tuition_debit_train_80,train
CHEGG.com,Tuition,bulk_tuition_debit_train_81,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI61,Tuition,bulk_tuition_debit_train_82,train
KHAN ACADEMY 7855 ELM RD QUEENS11101 NY USA,Tuition,bulk_tuition_debit_train_83,train
UDEMY 1215 MARKET CT SAN JOSE 95101-1697CA USA,Tuition,bulk_tuition_debit_train_84,train
WITHDRAWAL FROM UDEMY,Tuition,bulk_tuition_debit_train_85,train
preauthorized withdrawal to packt publishing,Tuition,bulk_tuition_debit_train_86,train
COMMUNITY COLLEGE OF QUEENS TUITION,Tuition,bulk_tuition_debit_train_87,train
PAYPAL *SKILLSHARE HWVSBEII4A,Tuition,bulk_tuition_debit_train_88,train
Paypal *pluralsight Zszq4ba3ck,Tuition,bulk_tuition_debit_train_89,train
PreApproved Payment Bill User Payment: DATACAMP,Tuition,bulk_tuition_debit_train_90,train
paypal *kumon 2raoy20xnk,Tuition,bulk_tuition_debit_train_91,train
MCGRAW HILL 2516 BROADWAY DR AUSTIN78701 TX USA,Tuition,bulk_tuition_debit_train_92,train
AMAZON KINDLE 5133 MARKET CT TAMPA 33601-2061FL USA,Tuition,bulk_tuition_debit_train_93,train
Payment to: WYZANT,Tuition,bulk_tuition_debit_train_94,train
O'REILLY MEDIA*YED8PZZME,Tuition,bulk_tuition_debit_train_95,train
PAYPAL INST XFER PLURALSIGHT WEB ID: PAYPALSI96,Tuition,bulk_tuition_debit_train_96,train
COLLEGE OF NEWARK TUITION,Tuition,bulk_tuition_debit_train_97,train
MASTERCLASS*DYUS2YIEWH,Tuition,bulk_tuition_debit_train_98,train
PLURALSIGHT 723 MARKET BLVD QUEENS 11101 NY USA,Tuition,bulk_tuition_debit_train_99,train
WITHDRAWAL FROM AMAZON KINDLE,Tuition,bulk_tuition_debit_train_100,train
college of indianapolis tuition,Tuition,bulk_tuition_debit_train_101,train
VARSITY TUTORS*40UK9D4EDKLP,Tuition,bulk_tuition_debit_train_102,train
PreApproved Payment Bill User Payment: PEARSON,Tuition,bulk_tuition_debit_train_103,train
brilliant.org 5175 industrial ln houston 77001-2349tx usa,Tuition,bulk_tuition_debit_train_104,train
paypal *skillshare vjj2lnmaod,Tuition,bulk_tuition_debit_train_105,train
BRILLIANT.ORG 4781 MAIN LN SALT LAKE CITY84101 UT USA,Tuition,bulk_tuition_debit_train_106,train
skillshare corp,Tuition,bulk_tuition_debit_train_107,train
PAYPAL *PLURALSIGHT,Tuition,bulk_tuition_debit_train_108,train
PAYPAL *BRILLIANT.ORG 1QVBRZ1640,Tuition,bulk_tuition_debit_train_109,train
PAYPAL INST XFER UDEMY WEB ID: PAYPALSI79,Tuition,bulk_tuition_debit_train_110,train
BRILLIANT.ORG*AXN7VNV22,Tuition,bulk_tuition_credit_train_111,train
CODECADEMY 631 MISSION WAY OAKLAND 94601 CA USA,Tuition,bulk_tuition_debit_train_112,train
BRILLIANT.ORG 6415 UNIVERSITY LN PHILADELPHIA 19101 PA USA,Tuition,bulk_tuition_debit_train_113,train
PACKT PUBLISHING 7372 MARKET CT AUSTIN78701 TX USA,Tuition,bulk_tuition_debit_train_114,train
barnes & noble - charlotte,Tuition,bulk_tuition_debit_train_115,train
DATACAMP*I8R3HD1CWEGD,Tuition,bulk_tuition_debit_train_116,train
CODECADEMY*4FNNACOVWLAH,Tuition,bulk_tuition_debit_train_117,train
O'REILLY MEDIA CO,Tuition,bulk_tuition_debit_train_118,train
PLURALSIGHT 8511 ELM ST QUEENS 11101-5481NY USA,Tuition,bulk_tuition_debit_train_119,train
codecademy 4769 park st indianapolis 46201 in usa,Tuition,bulk_tuition_debit_train_120,train
CHEGG CO,Tuition,bulk_tuition_debit_train_121,train
BRILLIANT.ORG,Tuition,bulk_tuition_debit_train_122,train
COURSERA - PHOENIX,Tuition,bulk_tuition_debit_train_123,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI09,Tuition,bulk_tuition_debit_train_124,train
SKILLSHARE; CHARGE,Tuition,bulk_tuition_debit_train_125,train
COLLEGE OF FREMONT TUITION,Tuition,bulk_tuition_debit_train_126,train
PP*DATACAMP,Tuition,bulk_tuition_debit_train_127,train
O'REILLY MEDIA #7949 ATLANTA,Tuition,bulk_tuition_debit_train_128,train
PAYPAL *VARSITY TUTORS,Tuition,bulk_tuition_credit_train_129,train
Pluralsight 3033 Industrial Way Oakland94601 Ca Usa,Tuition,bulk_tuition_debit_train_130,train
PAYPAL INST XFER UDEMY WEB ID: PAYPALSI02,Tuition,bulk_tuition_debit_train_131,train
MCGRAW HILL 1812 CENTER DR NASHVILLE 37201 TN USA,Tuition,bulk_tuition_debit_train_132,train
Datacamp,Tuition,bulk_tuition_debit_train_133,train
SCHOOL DISTRICT OF CHICAGO TUITION,Tuition,bulk_tuition_debit_train_134,train
DATACAMP 7856 MAIN ST MINNEAPOLIS 55401 MN USA,Tuition,bulk_tuition_debit_train_135,train
CODECADEMY - NEW YORK,Tuition,bulk_tuition_debit_train_136,train
PP*WYZANT,Tuition,bulk_tuition_debit_train_137,train
SCHOOL DISTRICT OF PORTLAND TUITION,Tuition,bulk_tuition_debit_train_138,train
UDEMY*KFY6WMDI,Tuition,bulk_tuition_debit_train_139,train
BRILLIANT.ORG - SEATTLE,Tuition,bulk_tuition_debit_train_140,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI92,Tuition,bulk_tuition_debit_train_141,train
DATACAMP 6237 MAIN PKWY MINNEAPOLIS 55401 MN USA,Tuition,bulk_tuition_debit_train_142,train
CHEGG 1075 MAIN BLVD HAYWARD 94541 CA USA,Tuition,bulk_tuition_debit_train_143,train
pearson corp,Tuition,bulk_tuition_debit_train_144,train
Brilliant.org*v1fozve1ayv,Tuition,bulk_tuition_debit_train_145,train
Datacamp 1147 University Way Newark07101 Nj Usa,Tuition,bulk_tuition_debit_train_146,train
UDEMY*7755Z05J,Tuition,bulk_tuition_debit_train_147,train
SKILLSHARE 4508 UNIVERSITY ST DENVER 80201-7331CO USA,Tuition,bulk_tuition_debit_train_148,train
PACKT PUBLISHING #60976 LOS ANGELES,Tuition,bulk_tuition_debit_train_149,train
Masterclass; Service,Tuition,bulk_tuition_debit_train_150,train
AMAZON KINDLE 1444 INDUSTRIAL BLVD OAKLAND 94601-3484CA USA,Tuition,bulk_tuition_debit_train_151,train
University Of Seattle Tuition,Tuition,bulk_tuition_debit_train_152,train
KUMON 1045 UNIVERSITY WAY INDIANAPOLIS46201 IN USA,Tuition,bulk_tuition_debit_train_153,train
Amazon Kindle 4660 Park Rd Union City94587 Ca Usa,Tuition,bulk_tuition_debit_train_154,train
PLURALSIGHT*Z4IKCS9US,Tuition,bulk_tuition_debit_train_155,train
Payment To: Masterclass,Tuition,bulk_tuition_debit_train_156,train
UNIVERSITY OF MINNEAPOLIS TUITION,Tuition,bulk_tuition_debit_train_157,train
BARNES & NOBLE CO,Tuition,bulk_tuition_debit_train_158,train
PREAPPROVED PAYMENT BILL USER PAYMENT: KHAN ACADEMY,Tuition,bulk_tuition_debit_train_159,train
COURSERA; SERVICE,Tuition,bulk_tuition_debit_train_160,train
COURSERA - ORLANDO,Tuition,bulk_tuition_debit_train_161,train
PAYPAL *PLURALSIGHT Z18I8WQOLQ,Tuition,bulk_tuition_debit_train_162,train
CODECADEMY*UM98V2H1F7U,Tuition,bulk_tuition_debit_train_163,train
PEARSON - UNION CITY,Tuition,bulk_tuition_credit_train_164,train
UDEMY - HAYWARD,Tuition,bulk_tuition_debit_train_165,train
PAYPAL *MCGRAW HILL SSICZUBS8I,Tuition,bulk_tuition_debit_train_166,train
PAYPAL *BRILLIANT.ORG 41HS3PW9MY,Tuition,bulk_tuition_debit_train_167,train
BRILLIANT.ORG*E61KFL83XUI,Tuition,bulk_tuition_debit_train_168,train
MCGRAW HILL #621 MIAMI,Tuition,bulk_tuition_debit_train_169,train
PAYPAL *MASTERCLASS RRZU3NT53A,Tuition,bulk_tuition_credit_train_170,train
SKILLSHARE 4968 UNIVERSITY PKWY MINNEAPOLIS55401 MN USA,Tuition,bulk_tuition_debit_train_171,train
PYPL *CHEGG,Tuition,bulk_tuition_debit_train_172,train
CODECADEMY 1444 INDUSTRIAL WAY LAS VEGAS 89101 NV USA,Tuition,bulk_tuition_debit_train_173,train
Khan Academy 1948 Industrial Rd Newark07101 Nj Usa,Tuition,bulk_tuition_debit_train_174,train
PAYPAL *BRILLIANT.ORG KVO28B40VD,Tuition,bulk_tuition_debit_train_175,train
PAYPAL *brilliant.org,Tuition,bulk_tuition_debit_train_176,train
Masterclass Corp,Tuition,bulk_tuition_debit_train_177,train
SKILLSHARE 9767 MAIN LN HOUSTON77001 TX USA,Tuition,bulk_tuition_debit_train_178,train
KUMON.COM,Tuition,bulk_tuition_debit_train_179,train
School District Of Sacramento Tuition,Tuition,bulk_tuition_debit_train_180,train
amazon kindle - oakland,Tuition,bulk_tuition_debit_train_181,train
PYPL*PACKT PUBLISHING,Tuition,bulk_tuition_debit_train_182,train
UDEMY - SEATTLE,Tuition,bulk_tuition_debit_train_183,train
PAYPAL INST XFER PLURALSIGHT WEB ID: PAYPALSI50,Tuition,bulk_tuition_debit_train_184,train
PREAPPROVED PAYMENT BILL USER PAYMENT: BRILLIANT.ORG,Tuition,bulk_tuition_debit_train_185,train
BRILLIANT.ORG*M8WAW78PIPW5,Tuition,bulk_tuition_debit_train_186,train
PAYPAL *PLURALSIGHT NTZ1BLFM9T,Tuition,bulk_tuition_debit_train_187,train
PAYPAL *PYPL COURSERA,Tuition,bulk_tuition_debit_train_188,train
COLLEGE OF NASHVILLE TUITION,Tuition,bulk_tuition_debit_train_189,train
Coursera*b2guz0db4dwh,Tuition,bulk_tuition_debit_train_190,train
Varsity Tutors,Tuition,bulk_tuition_debit_train_191,train
Pluralsight 3826 Elm Ct Hayward 94541-8521ca Usa,Tuition,bulk_tuition_debit_train_192,train
PAYPAL *MASTERCLASS,Tuition,bulk_tuition_debit_train_193,train
BARNES & NOBLE 3843 UNIVERSITY AVE MINNEAPOLIS 55401 MN USA,Tuition,bulk_tuition_debit_train_194,train
COURSERA*1UZRNS4TCI,Tuition,bulk_tuition_debit_train_195,train
PEARSON 9866 OAK BLVD INDIANAPOLIS 46201-5572IN USA,Tuition,bulk_tuition_debit_train_196,train
MCGRAW HILL 3412 MARKET RD PHILADELPHIA19101 PA USA,Tuition,bulk_tuition_debit_train_197,train
MCGRAW HILL #67499 FREMONT,Tuition,bulk_tuition_debit_train_198,train
COMMUNITY COLLEGE OF FREMONT TUITION,Tuition,bulk_tuition_debit_train_199,train
Brilliant.org Co,Tuition,bulk_tuition_debit_train_200,train
BRILLIANT.ORG; Payment,Tuition,bulk_tuition_debit_train_201,train
CODECADEMY 721 UNIVERSITY LN ATLANTA 30301 GA USA,Tuition,bulk_tuition_credit_train_202,train
MCGRAW HILL 9252 OAK LN PORTLAND 97201-7753OR USA,Tuition,bulk_tuition_debit_train_203,train
KHAN ACADEMY 8562 INDUSTRIAL RD SAN JOSE95101 CA USA,Tuition,bulk_tuition_debit_train_204,train
CODECADEMY 6747 INDUSTRIAL CT SAN FRANCISCO 94102-6269CA USA,Tuition,bulk_tuition_debit_train_205,train
School District Of Pittsburgh Tuition,Tuition,bulk_tuition_debit_train_206,train
PAYPAL *PYPL BRILLIANT.ORG,Tuition,bulk_tuition_debit_train_207,train
Withdrawal from SKILLSHARE,Tuition,bulk_tuition_debit_train_208,train
Brilliant.org*bafyxpuv7y,Tuition,bulk_tuition_debit_train_209,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI46,Tuition,bulk_tuition_debit_train_210,train
CODECADEMY*JPBHQ559T,Tuition,bulk_tuition_debit_train_211,train
PreApproved Payment Bill User Payment: HUNTINGTON LEARNING,Tuition,bulk_tuition_debit_train_212,train
COURSERA*YI2TPET6X,Tuition,bulk_tuition_debit_train_213,train
datacamp 9891 broadway ave boston02101 ma usa,Tuition,bulk_tuition_debit_train_214,train
CODECADEMY*0E7RHEYQDJI,Tuition,bulk_tuition_debit_train_215,train
Mcgraw Hill*6np0ghau2x8f,Tuition,bulk_tuition_credit_train_216,train
COURSERA*G59Y5966C0,Tuition,bulk_tuition_debit_train_217,train
PLURALSIGHT*F7B59A70TTHB,Tuition,bulk_tuition_debit_train_218,train
BARNES & NOBLE,Tuition,bulk_tuition_debit_train_219,train
Pluralsight.com,Tuition,bulk_tuition_debit_train_220,train
PAYPAL INST XFER CODECADEMY WEB ID: PAYPALSI53,Tuition,bulk_tuition_debit_train_221,train
BRILLIANT.ORG LLC,Tuition,bulk_tuition_debit_train_222,train
COMMUNITY COLLEGE OF HAYWARD TUITION,Tuition,bulk_tuition_debit_train_223,train
PAYPAL *Udemy,Tuition,bulk_tuition_debit_train_224,train
DATACAMP INC.,Tuition,bulk_tuition_debit_train_225,train
CHEGG 4172 INDUSTRIAL LN COLUMBUS 43201 OH USA,Tuition,bulk_tuition_debit_train_226,train
PreApproved Payment Bill User Payment: masterclass,Tuition,bulk_tuition_debit_train_227,train
Datacamp*7wmnnpqy3,Tuition,bulk_tuition_debit_train_228,train
HUNTINGTON LEARNING*Y3KG73J1VKP,Tuition,bulk_tuition_debit_train_229,train
PLURALSIGHT; Billing,Tuition,bulk_tuition_debit_train_230,train
SKILLSHARE*2EE1FAC74M,Tuition,bulk_tuition_debit_train_231,train
Express Checkout Payment: AMAZON KINDLE,Tuition,bulk_tuition_debit_train_232,train
PAYPAL INST XFER CODECADEMY WEB ID: PAYPALSI77,Tuition,bulk_tuition_debit_train_233,train
PAYPAL *PLURALSIGHT OZD3HXP3AA,Tuition,bulk_tuition_debit_train_234,train
BARNES & NOBLE 5811 INDUSTRIAL AVE OAKLAND 94601-9905CA USA,Tuition,bulk_tuition_debit_train_235,train
pearson 8094 park pkwy orlando32801 fl usa,Tuition,bulk_tuition_debit_train_236,train
KUMON INC.,Tuition,bulk_tuition_debit_train_237,train
BRILLIANT.ORG INC,Tuition,bulk_tuition_debit_train_238,train
SKILLSHARE 8136 MARKET RD MIAMI 33101-4260FL USA,Tuition,bulk_tuition_debit_train_239,train
MCGRAW HILL 2269 MISSION RD ORLANDO 32801-8184FL USA,Tuition,bulk_tuition_debit_train_240,train
WYZANT LEARNING CENTER,Tuition,bulk_tuition_credit_train_241,train
PAYPAL *SKILLSHARE,Tuition,bulk_tuition_debit_train_242,train
BUYER PAYMENT: PACKT PUBLISHING,Tuition,bulk_tuition_debit_train_243,train
SKILLSHARE*B6TYIGV78OC,Tuition,bulk_tuition_debit_train_244,train
Datacamp*gzri5wgh,Tuition,bulk_tuition_debit_train_245,train
PAYPAL INST XFER SKILLSHARE WEB ID: PAYPALSI30,Tuition,bulk_tuition_debit_train_246,train
PAYPAL *DATACAMP JYF7455M6J,Tuition,bulk_tuition_debit_train_247,train
WYZANT*U19JLZ1SCRIH,Tuition,bulk_tuition_debit_train_248,train
paypal *pluralsight yfy8izsdgc,Tuition,bulk_tuition_debit_train_249,train
PEARSON.COM,Tuition,bulk_tuition_debit_train_250,train
PAYPAL INST XFER MASTERCLASS WEB ID: PAYPALSI74,Tuition,bulk_tuition_debit_train_251,train
Codecademy*oc5fy8aqcek,Tuition,bulk_tuition_debit_train_252,train
School District Of Fremont Tuition,Tuition,bulk_tuition_debit_train_253,train
Packt Publishing 445 Mission Ln Indianapolis 46201 In Usa,Tuition,bulk_tuition_debit_train_254,train
CODECADEMY*MA2RZ6840,Tuition,bulk_tuition_debit_train_255,train
PAYPAL *MCGRAW HILL,Tuition,bulk_tuition_debit_train_256,train
MASTERCLASS - NEW YORK,Tuition,bulk_tuition_debit_train_257,train
amazon kindle 1503 center blvd san francisco 94102-8925ca usa,Tuition,bulk_tuition_debit_train_258,train
DATACAMP; CHARGE,Tuition,bulk_tuition_debit_train_259,train
WYZANT TUTORING,Tuition,bulk_tuition_debit_train_260,train
PYPL *Pearson,Tuition,bulk_tuition_debit_train_261,train
COMMUNITY COLLEGE OF ATLANTA TUITION,Tuition,bulk_tuition_debit_train_262,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI37,Tuition,bulk_tuition_debit_train_263,train
MCGRAW HILL 8684 MAIN RD PHOENIX 85001 AZ USA,Tuition,bulk_tuition_debit_train_264,train
amazon kindle.com,Tuition,bulk_tuition_debit_train_265,train
brilliant.org 4045 center ave salt lake city 84101 ut usa,Tuition,bulk_tuition_debit_train_266,train
CHEGG*39RG3N86,Tuition,bulk_tuition_debit_train_267,train
BRILLIANT.ORG 6111 MARKET AVE BOSTON 02101 MA USA,Tuition,bulk_tuition_debit_train_268,train
MASTERCLASS*EAP24ABD,Tuition,bulk_tuition_debit_train_269,train
CODECADEMY*78GRNEUAI,Tuition,bulk_tuition_credit_train_270,train
BRILLIANT.ORG*I4PR5T6IICO,Tuition,bulk_tuition_debit_train_271,train
pluralsight*0jerl7mlk,Tuition,bulk_tuition_debit_train_272,train
COURSERA*4OG6RZIZH,Tuition,bulk_tuition_debit_train_273,train
masterclass*p0zitxcq,Tuition,bulk_tuition_debit_train_274,train
BARNES & NOBLE 5153 BROADWAY ST SALT LAKE CITY 84101-0591UT USA,Tuition,bulk_tuition_debit_train_275,train
KHAN ACADEMY 3052 MARKET BLVD DENVER 80201-1168CO USA,Tuition,bulk_tuition_debit_train_276,train
KHAN ACADEMY 6858 CENTER LN PITTSBURGH 15201 PA USA,Tuition,bulk_tuition_debit_train_277,train
PAYPAL INST XFER BRILLIANT.ORG WEB ID: PAYPALSI95,Tuition,bulk_tuition_debit_train_278,train
MCGRAW HILL 3796 MISSION AVE OAKLAND 94601 CA USA,Tuition,bulk_tuition_debit_train_279,train
PACKT PUBLISHING,Tuition,bulk_tuition_debit_train_280,train
DATACAMP 518 ELM LN NASHVILLE37201 TN USA,Tuition,bulk_tuition_debit_train_281,train
PREAUTHORIZED WITHDRAWAL TO MCGRAW HILL,Tuition,bulk_tuition_debit_train_282,train
brilliant.org; charge,Tuition,bulk_tuition_debit_train_283,train
udemy*6lpfd4lk2,Tuition,bulk_tuition_debit_train_284,train
PP*O'REILLY MEDIA,Tuition,bulk_tuition_debit_train_285,train
DATACAMP INC,Tuition,bulk_tuition_credit_train_286,train
PREAPPROVED PAYMENT BILL USER PAYMENT: UDEMY,Tuition,bulk_tuition_debit_train_287,train
COLLEGE OF HOUSTON TUITION,Tuition,bulk_tuition_debit_train_288,train
SCHOOL DISTRICT OF LAS VEGAS TUITION,Tuition,bulk_tuition_debit_train_289,train
HUNTINGTON LEARNING; BILLING,Tuition,bulk_tuition_debit_train_290,train
CHEGG 6882 ELM CT INDIANAPOLIS 46201-4851IN USA,Tuition,bulk_tuition_debit_train_291,train
College Of Seattle Tuition,Tuition,bulk_tuition_debit_train_292,train
CHEGG*K70IMEYJHI,Tuition,bulk_tuition_debit_train_293,train
SKILLSHARE*KWCDT4OS0,Tuition,bulk_tuition_debit_train_294,train
PP*skillshare,Tuition,bulk_tuition_debit_train_295,train
KHAN ACADEMY 9940 OAK RD BOSTON 02101-6649MA USA,Tuition,bulk_tuition_debit_train_296,train
BRILLIANT.ORG 931 UNIVERSITY LN AUSTIN 78701 TX USA,Tuition,bulk_tuition_debit_train_297,train
BRILLIANT.ORG*4D3XUJF6H,Tuition,bulk_tuition_debit_train_298,train
CODECADEMY 2005 MISSION RD CHARLOTTE 28201 NC USA,Tuition,bulk_tuition_debit_train_299,train
BRILLIANT.ORG 2723 PARK PKWY DENVER 80201-3045CO USA,Tuition,bulk_tuition_debit_train_300,train
School District Of Brooklyn Tuition,Tuition,bulk_tuition_debit_train_301,train
PACKT PUBLISHING; Charge,Tuition,bulk_tuition_debit_train_302,train
kumon 2439 elm way atlanta 30301-4567ga usa,Tuition,bulk_tuition_debit_train_303,train
PAYPAL INST XFER WYZANT WEB ID: PAYPALSI09,Tuition,bulk_tuition_debit_train_304,train
college of brooklyn tuition,Tuition,bulk_tuition_debit_train_305,train
COURSERA 8248 CENTER PKWY SAN FRANCISCO 94102-5242CA USA,Tuition,bulk_tuition_debit_train_306,train
CODECADEMY INC.,Tuition,bulk_tuition_debit_train_307,train
O'REILLY MEDIA #3586 SAN DIEGO,Tuition,bulk_tuition_debit_train_308,train
KUMON 897 MAIN ST PITTSBURGH 15201 PA USA,Tuition,bulk_tuition_debit_train_309,train
PAYPAL INST XFER PLURALSIGHT WEB ID: PAYPALSI07,Tuition,bulk_tuition_debit_train_310,train
